Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"DI.35_Nch","DB703.INT206",Word,1,R/W,100,,,,,,,,,,"",
"DI.35_ImitOn","DB703.DBX208.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.35_ImitOff","DB703.DBX208.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.35_HotChange","DB703.DBX208.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.36_Val","DB703.DBX210.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.36_Nch","DB703.INT212",Word,1,R/W,100,,,,,,,,,,"",
"DI.36_ImitOn","DB703.DBX214.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.36_ImitOff","DB703.DBX214.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.36_HotChange","DB703.DBX214.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.37_Val","DB703.DBX216.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.37_Nch","DB703.INT218",Word,1,R/W,100,,,,,,,,,,"",
"DI.37_ImitOn","DB703.DBX220.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.37_ImitOff","DB703.DBX220.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.37_HotChange","DB703.DBX220.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.38_Val","DB703.DBX222.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.38_Nch","DB703.INT224",Word,1,R/W,100,,,,,,,,,,"",
"DI.38_ImitOn","DB703.DBX226.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.38_ImitOff","DB703.DBX226.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.38_HotChange","DB703.DBX226.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.39_Val","DB703.DBX228.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.39_Nch","DB703.INT230",Word,1,R/W,100,,,,,,,,,,"",
"DI.39_ImitOn","DB703.DBX232.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.39_ImitOff","DB703.DBX232.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.39_HotChange","DB703.DBX232.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.40_Val","DB703.DBX234.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.40_Nch","DB703.INT236",Word,1,R/W,100,,,,,,,,,,"",
"DI.40_ImitOn","DB703.DBX238.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.40_ImitOff","DB703.DBX238.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.40_HotChange","DB703.DBX238.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.41_Val","DB703.DBX240.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.41_Nch","DB703.INT242",Word,1,R/W,100,,,,,,,,,,"",
"DI.41_ImitOn","DB703.DBX244.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.41_ImitOff","DB703.DBX244.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.41_HotChange","DB703.DBX244.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.42_Val","DB703.DBX246.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.42_Nch","DB703.INT248",Word,1,R/W,100,,,,,,,,,,"",
"DI.42_ImitOn","DB703.DBX250.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.42_ImitOff","DB703.DBX250.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.42_HotChange","DB703.DBX250.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.43_Val","DB703.DBX252.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.43_Nch","DB703.INT254",Word,1,R/W,100,,,,,,,,,,"",
"DI.43_ImitOn","DB703.DBX256.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.43_ImitOff","DB703.DBX256.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.43_HotChange","DB703.DBX256.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.44_Val","DB703.DBX258.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.44_Nch","DB703.INT260",Word,1,R/W,100,,,,,,,,,,"",
"DI.44_ImitOn","DB703.DBX262.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.44_ImitOff","DB703.DBX262.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.44_HotChange","DB703.DBX262.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.45_Val","DB703.DBX264.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.45_Nch","DB703.INT266",Word,1,R/W,100,,,,,,,,,,"",
"DI.45_ImitOn","DB703.DBX268.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.45_ImitOff","DB703.DBX268.1",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.45_HotChange","DB703.DBX268.2",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.46_Val","DB703.DBX270.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.46_Nch","DB703.INT272",Word,1,R/W,100,,,,,,,,,,"",
"DI.46_ImitOn","DB703.DBX274.0",Boolean,1,R/W,100,,,,,,,,,,"",
"DI.46_ImitOff","DB703.DBX274.1",Boolean,1,R/W,100,,,,,,,,,,"",
